V2,V3,V4,V5,V7,V8,V9,V10,Q1,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_1,Q45_2,Q45_3,Q45_4,Q2,age,gender,self-disc,disc time_1,disc time_2,disc time_3,disc time_4,Q10,learn,learn_time_1,learn_time_2,learn_time_3,learn_time_4,Q13,perform,perf_time_1,perf_time_2,perf_time_3,perf_time_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q37,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41,Q42_1,Q42_2,Q42_3,Q42_4,att check,note,note_time_1,note_time_2,note_time_3,note_time_4,Q24,PT_1,PT_2,PT_3,PT_4,PT_5,emp,DG,DG_time_1,DG_time_2,DG_time_3,DG_time_4,LP scale 1_1,LP scale 1_2,LP scale 1_3,LP scale 1_4,LP scale 1_5,LP scale 1_6,LP scale 1_7,LP scale 1_8,LP scale 1_9,Q31_1,Q31_2,Q31_3,Q31_4,LP scale 2_1,LP scale 2_2,LP scale 2_3,LP scale 2_4,LP scale 2_5,LP scale 2_6,LP scale 2_7,LP scale 2_8,Q34_1,Q34_2,Q34_3,Q34_4,Q50,Q46
Default Response Set,Anonymous,,,0,6/5/13 17:50,6/5/13 17:53,0,1,1,,,,,,,,,1,21,2,"I am a senior in college, studying business. I am an avid gamer and a big fan of reading. ",36.956,36.956,58.866,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/6/13 12:29,6/6/13 12:32,0,1,1,,,,,,,,,1,45,1,"I am an IT Network Administrator that works for a small school district.  I like computers, watching movies, and hiking.",6.205,6.205,84.437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/6/13 23:05,6/6/13 23:05,0,1,1,,,,,,,,,1,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/7/13 5:47,6/7/13 5:55,0,1,1,,,,,,,,,1,24,1,I am a loving father and husband. I serve in the united states army and recently got back from afghanistan. I deployed as an 11b which is infantry. I try to be a good person but sometimes my job doesnt allow me.,25.027,25.027,442.611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/8/13 1:01,6/8/13 1:02,0,1,1,,,,,,,,,1,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/8/13 7:48,6/8/13 7:51,0,1,1,,,,,,,,,1,27,2,"I am from Miami, Florida. I am currently a psychology student at university. Recently, I have started writing a book. It is one of many attempts I have abandoned ver the years, but I have a good feeling this time around and plan to finish it. ",14.216,14.216,109.641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/8/13 9:32,6/8/13 9:34,0,1,1,,,,,,,,,1,29,1,NONE,0.863,0.863,4.012,1,,,,,,,1,MET SOME ON A DATE TO GO TO A BASEBALL GAME. IT WAS NERVOUS AND FUND,0.628,0.628,35.828,1,,,,,,,,,,,,,,,,,,,1,1,0,0,19.555,0,GIRLFRIEND BROKE UP WITH HIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/9/13 0:18,6/9/13 0:18,0,1,1,,,,,,,,,1,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/9/13 2:26,6/9/13 2:27,0,1,1,,,,,,,,,1,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/9/13 3:39,6/9/13 3:41,0,1,1,,,,,,,,,1,22,1,"I'm 22, and pretty boring I think. I like the shows Supernatural and The X-Files. I guess you could say I'm a bit of a horror junkie. My favorite band right now is Arcade Fire. I like to go hiking and camping but my internet addiction keeps me from being out and away too long.",2.503,2.503,78.875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/17/13 1:27,6/17/13 1:37,1,1,1,,,,,,,,,1,33,1,"I am just some random 30something guy. I recently moved 2600 miles across the country and decided to enroll in community college to study Communications. I ride my bicycle as my primary mode of transportation, and I like to write songs on my guitar.",18.789,18.789,100.614,1,1,"I recently met some dudes at a local dive bar. We drank a few beers and talked about life. People here seem to be generally nice, but they keep you at a distance. I've learned a lot about subtle culture differences by coming out here and going out from time to time.",25.677,25.677,106.71,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,18.738,0,That guy and his girlfriends recently broke up.,"I am sorry to hear that your relationship ended. It is hard to move on from romantic relationships. It seems like your quality of life goes down, and you miss the other person a lot. The things that person brought into your life aren't there anymore. I've been there, and that sucks. But, we can't go back it time. All you can do is move forward, so do that. Get up and greet every day with a smile. Go out into the world and do things. Maybe you'll meet someone else and maybe not, but the point is to keep on living and looking forward.",1.677,1.677,159.628,1,1,2,2,2,6,2,6,0,8.839,8.839,14.912,1,6,6,6,6,5,6,2,6,6,6.03,21.962,24.077,12,6,6,6,6,7,7,6,6,3.788,27.776,29.215,9,2,1
Default Response Set,Anonymous,,,0,6/17/13 1:50,6/17/13 1:59,1,1,1,,,,,,,,,1,29,2,"I'm a 29 year old female from the mid-atlantic region. I don't have children, but I have two pets who I love and adore. Recently, I moved about four hours away from my hometown so that my husband could pursue his dream job.",1.596,1.596,77.293,1,,,,,,,1,"When I interviewed for my first office job, I was really eager to impress my prospective employer. I dressed in a new business suit and spent extra time on my hair and makeup. I tried to maintain my composure and puffed my chest out and put my shoulders back so that I could seem more commanding. I talked about how much I loved sports in order to convey that I was a team player and it gave us some things to relate to.",3.222,3.222,166.532,1,1,1,0,0,34.836,0,,,,,,,,,,,,,,,,,,,The woman said that she and her boyfriend recently broke up.,"You are young and in still in college, which is a great place to meet your future husband. ",2.005,2.005,55.358,1,1,2,7,1,7,1,6,0,2.441,2.441,13.495,1,7,7,3,5,3,7,5,3,2,5.571,47.506,48.83,10,7,5,7,7,3,7,6,3,3.562,28.016,29.532,8,2,1
Default Response Set,Anonymous,,,0,6/17/13 1:38,6/17/13 2:16,1,1,1,,,,,,,,,1,43,1,"I'm a 43 year old single white male. Although I don't have kids of my own, I'm in a committed relationship with a woman who has 3 kids and I am engaged to marry this woman this year. For most of my life I have worked as a corporate salesman for a technology company, but when I started getting involved with the woman I love I decided to go back to school and get a law degree. I achieved this goal and will be an attorney as soon as I pass the bar exam. In the meantime, I've been working as a legal assistant at a small law firm. I'm learning how a small law fir works in the hopes that I can create a firm of my own. I'm doing this so I have financial stability for my family. In my previous career, I had some amount of success, but I also feared I could be fired if I didn't meet quotas, which was very stressful. As far as something interesting that has happened in my life recently, my fiance bought me a motorcycle as a gift for my graduating from law school, and I road it across the country to visit my brother's family. I was a great break after 3 years of studying. ",34.975,555.514,562.779,4,1,"The time when I met someone new that first comes to mind was when I met this woman my fiance knows who had just spent two years in prison. She was from a very different background than me. She had been basically on the streets and hooked on drugs since she was 16 years old, and when I met her she was nearly 30. She had been in and out of the criminal justice system for many years. My fiance assured me she was a good person at heart and told me about some awful things that had happened to her that caused her problems in life. When I got to know her I found she was actually a person with a very good heart.  /  / Getting to know this person exposed me to a very different social class. I found that I could fit in with very different types of people. The way that this extended my mastery of social situations was that  it helped me learn how to interact with people where there is a cultural divide. At the end of the day, people are people, and if you get past your prejudices you will find you can get along well with people of all backgrounds. ",6.454,809.367,834.727,10,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,72.858,0,the main point of the paragraph was that the author's longtime girlfriend had just broke up with him because she didn't want to be tied down to one person and he didn't understand it. His friends told him he'd feel better when something good happens for him but so far that hasn't happened. ,"i just read your paragraph about something interesting that happened to you of late. You told about how your longtime girlfriend broke up with you and you're pretty hurt by it. You said your friends told you you'd eventually feel better but so far it hasn't happened. I wanted to tell you we have all been there. I had my heart broken twice before I met my present girlfriend. Both times it was with women I wanted to spend the rest of my life with. Both times I thought it was the end of the world and I couldn't stop thinking about it day and night. But, even if you don't believe this now, time heals. There is no greater healer than time. With time you will get over this and one day you will no longer feel like this. In the meantime, I'd recommend trying to absorb yourself in activities that take your mind off what happened. Eventually you'll meet knew people and you'll be able to move on. ",24.251,187.51,264.857,3,1,1,7,1,7,1,6,5,24.018,24.018,30.48,1,6,6,4,5,3,6,6,6,3,9.133,67.035,68.421,9,6,5,4,6,5,7,6,5,6.189,51.434,53.201,9,2,1
Default Response Set,Anonymous,,,0,6/17/13 3:06,6/17/13 3:41,1,1,1,,,,,,,,,1,19,2,"I am a pretty friendly, outgoing person. I often come across to new people as very bizarre because I have some strange behaviors (I'm known for licking people), but most people come to realize that I'm just a very enthusiastic, creative person. My biggest strengths would be that I'm reasonably smart and hardworking, which has allowed me to attend an Ivy League university. I'm proud of this because I'm the first one in my family to get to go to college, and extremely grateful for the opportunity. Recently, I went to New York City to meet up with my boyfriend because we live far apart during the summer. It was pouring rain and everyone's umbrellas kept flipping inside out, so finally we gave up on carrying them and ran through the streets of New York laughing and getting soaking wet. It was completely worth the train ride home in soggy jeans.",5.14,727.956,835.056,16,1,"I went on a service trip with my university's wind ensemble to teach inner city middle schoolers about their musical instruments. At one particular school, there were no kids who played my instrument, so I had some time off from teaching. I met a five year old black girl who was the younger sister of one of the students being taught, and she attached herself to me. I didn't know what to do, because I've never been very good at understanding and interacting with children, but I wanted to try. We ended up wandering around the school together, and she kept telling me about her family and at first I was sort of uncomfortable, because I felt bad about the difficulties she had; she had an absent father and it sounded like her mother was having difficulty making ends meet. As we became friends that day, though, I became more comfortable with her and I felt less like I was pitying her and more like I understood her better, which I think has had a positive impact on the way I interact with people in unfortunate situations that I have met since then.",5.143,539.522,732.852,12,,,,,,,1,1,0,0,39.265,0,,,,,,,,,,,,,,,,,,,"A young woman has recently broken up with her boyfriend that she has been dating since her junior year of high school, and she is having trouble getting over it.","I'm sorry to hear about your breakup with your boyfriend. Maybe this is for the best, though. If he wasn't feeling right about being ""tied down"" to one person then he probably wouldn't have made a good long term partner or husband. Now you're free to go looking for someone who wants something more serious and exclusive, if that's what you're interested in. Also, people tend to change a lot between high school and the end of college, and you have both probably grown up a lot since when you first started dating. You are probably very different people than you were at the start of your relationship, and with those changes a breakup often comes naturally as you each realize what you want out of life. Don't see this as an ending point; this is a new beginning and a chance for you to meet new people!",1.578,18.803,249.909,3,1,2,6,1,7,1,5,0,6.539,6.539,37.694,1,6,6,5,7,5,7,7,6,6,9.067,36.738,37.735,9,6,7,6,6,7,7,6,7,4.095,38.574,39.053,8,2,1
Default Response Set,Anonymous,,,0,6/17/13 5:05,6/17/13 5:19,1,1,1,,,,,,,,,1,44,2,"I'm a student and a freelance artist/designer. I tend to be an introvert, but I like going to see local bands (especially my husband's) and hanging out in dive bars with other music fans and fringe artists. We had three shows in a row this past week -- one at a large local theater, another at a small out-of-town grunge bar, and a third at a local metal/punk tavern. I helped sell CDs and buttons. ",,,,,1,"I perform tarot readings at bars and other social gatherings. Every time I read, I have to try to get to know a little bit about that person, so I can help them more. Recently, I had to quickly adjust from introvert to extrovert-mode when a group of five girls all saw me reading tarot for myself at a local bar and wanted to purchase readings for themselves. Although I wasn't interested in them at first, showmanship demanded that I pretend, and by the end of the encounter, I found that I really liked them and was genuinely interested.  /  / ",,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,"The author was upset and depressed about a break-up, but is hopeful about getting over it. ","I'm sorry to hear about your break-up. That's never easy. I just pulled a tarot card for you (I do readings professionally) -- this is a good time to exercise your logical mind rather than giving your emotions full sway. Throw yourself into your studies. It'll be a good distraction, it will benefit you academically, and you'll eventually find new opportunities as a result that you couldn't begin to imagine right now. ",,,,,1,4,7,1,4,1,5,0,,,,,5,5,5,6,5,5,5,5,4,,,,,7,6,4,5,6,7,6,6,,,,,2,1
